report_id,equipment,report_text,failure_type,severity,action_taken
662,Air Filter Unit AF-262,"The air filter unit af-262 developed a fault linked to a defective control valve. Pressure fluctuated during operation when multiple actuators operated together, so production efficiency decreased. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Low,the pipe fitting was tightened
50,Fan F-150,"The fan f-150 developed a fault linked to insufficient lubrication. Unstable rotational speed under variable load, so the component required immediate attention. Corrective work was completed: lubrication was restored.",Mechanical,Low,lubrication was restored
374,Control Panel CP-224,"A fault was detected on the control panel cp-224 because of a short circuit. Repeated electrical trips occurred during startup, resulting in the equipment remained unavailable. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
182,Agitator AG-282,"The agitator ag-282 developed a fault linked to roller damage. Repeated mechanical impact during peak production, so output quality decreased. Corrective work was completed: the shaft was realigned.",Mechanical,High,the shaft was realigned
180,Agitator AG-280,"A fault was detected on the agitator ag-280 because of excessive belt tension. Belt tracking deviation after a long production cycle, resulting in the equipment was isolated. Corrective work was completed: the coupling was changed.",Mechanical,Low,the coupling was changed
575,Pneumatic Cylinder PC-175,"Maintenance personnel reported the cylinder failed to complete its stroke on the pneumatic cylinder pc-175 while the compressor was loaded. Investigation identified a loose pipe fitting, and operator intervention was required. Corrective work was completed: the regulator was recalibrated.",Pneumatic,High,the regulator was recalibrated
567,Air Dryer AD-167,"Maintenance personnel reported the valve responded slowly on the air dryer ad-167 during the morning shift. Investigation identified a clogged air filter, and the actuator stopped. Corrective work was completed: the pipe fitting was tightened.",Pneumatic,Low,the pipe fitting was tightened
325,Power Supply PS-175,"Maintenance personnel reported supply voltage dropped on the power supply ps-175 after an overnight shutdown. Investigation identified a short circuit, and production stopped. Corrective work was completed: insulation was repaired.",Electrical,Medium,insulation was repaired
484,Motor M-334,"The motor m-334 developed a fault linked to voltage fluctuation. The drive reported an overload at peak operating speed, so the equipment remained unavailable. Corrective work was completed: the cable termination was corrected.",Electrical,Medium,the cable termination was corrected
134,Rotary Feeder RF-234,"The rotary feeder rf-234 developed a fault linked to gear tooth wear. Increased bearing temperature under full load, so maintenance was requested. Corrective work was completed: the shaft was realigned.",Mechanical,Low,the shaft was realigned
238,Pump P-338,"The pump p-338 developed a fault linked to insufficient lubrication. Belt tracking deviation while running at high speed, so the component required immediate attention. Corrective work was completed: lubrication was restored.",Mechanical,Medium,lubrication was restored
252,Distribution Board DB-102,"The distribution board db-102 developed a fault linked to voltage fluctuation. The unit failed to start at peak operating speed, so the machine could not continue operation. Corrective work was completed: the motor winding was inspected.",Electrical,High,the motor winding was inspected
104,Conveyor CV-204,"A fault was detected on the conveyor cv-204 because of roller damage. Increased mechanical noise after a scheduled restart, resulting in operator intervention was required. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
586,Pneumatic Cylinder PC-186,"The pneumatic cylinder pc-186 developed a fault linked to a clogged air filter. The compressor cycled frequently during repeated actuator cycles, so the production cycle was delayed. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
744,Air Manifold AM-344,"A fault was detected on the air manifold am-344 because of excessive pressure loss. Air leakage was audible after a maintenance restart, resulting in the equipment was taken offline. Corrective work was completed: the air filter was changed.",Pneumatic,Low,the air filter was changed
229,Rotary Feeder RF-329,"Inspection found a loose mounting bolt on the rotary feeder rf-329; increased bearing temperature after a long production cycle, and operator intervention was required. Corrective work was completed: belt tension was corrected.",Mechanical,Critical,belt tension was corrected
415,Drive Motor DM-265,"Inspection found a failed contactor on the drive motor dm-265; intermittent power loss occurred under maximum load, and the drive entered fault mode. Corrective work was completed: the relay was replaced.",Electrical,Medium,the relay was replaced
477,Motor M-327,"Maintenance personnel reported the equipment shut down unexpectedly on the motor m-327 while accelerating. Investigation identified a failed contactor, and production stopped. Corrective work was completed: the cable termination was corrected.",Electrical,High,the cable termination was corrected
832,Heat Exchanger HX-182,"The heat exchanger hx-182 developed a fault linked to excessive fuel input. Cooling performance deteriorated after a long operating cycle, so the line operated at reduced capacity. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
